school_code,school_name,is_private_center,region,gpa,grade,passed_candidates,regist,absent,sat,withheld,no-ca,clean,div_i,div_ii,div_iii,div_iv,div_0,STUDENTS,TEACHERS,STUDENT-TEACHER RATIO
p1433,BALILI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0912,BONGWE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0712,BARIADI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0383,BEN BELLA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0550,BUGENE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0566,BUTIMBA TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p0304,BUKOBA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0210,BIGWA SISTERS' SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1264,BWAWANI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0742,BULONGWA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0104,BWIRU BOYS' SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0305,BULUBA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0710,BINZA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4894,CANAAN HIGH SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5150,CHASASA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p6121,CHISUNGA OPEN SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0686,CHATO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5409,CHUO CHA UALIMU ST. BERNARD,True,,,,,,,,,,,,,,,,,,
p4236,DINOBB SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1240,DAKAMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0947,DR.OLSEN SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0307,DODOMA CENTRAL SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0306,DODOMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4036,EBONITE TC CENTRE,True,,,,,,,,,,,,,,,,,,
p0308,ENABOISHU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0629,EDMUND-RICE-SINON SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5584,EXCELLENCE OPEN SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5527,FASU MODERN EDUCATION CENTRE,True,,,,,,,,,,,,,,,,,,
p5151,FARAJA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4797,FARAJA SIHA SEMINARY CENTRE,True,,,,,,,,,,,,,,,,,,
p1495,GENESIS HIGH SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p2178,GOLDEN RIDGE HIGH SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0386,GEITA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5312,GODMAKO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5196,GREENCITY SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4351,GENDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0390,HAMAMNI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3630,HOLLYWOOD SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4875,HAYATUL ISLAMIYA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5513,HOVINAIS OPEN SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4759,HEBRON SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0511,HANDENI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0841,HUMURA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0203,IRINGA GIRLS' SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3601,ILASI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0110,ILBORU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0581,ILEJE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0370,IFAKARA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0741,ITENDE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0457,IGAWILO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0713,IGUNGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0368,IMBORU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0681,IVUMWE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0313,IKIZU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0112,IYUNGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0887,INYONGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4628,JIFUNZE HIGH SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0461,JOHN PAUL II KAHAMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0432,JABAL-HIRA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0465,JAMHURI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0496,JITEGEMEE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0832,KIPONDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0612,KAGANGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0119,KIBAHA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0468,KIRIKI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5444,KIRINJIKO ISLAMIC TEACHERS' COLLEGE  CENTRE,True,,,,,,,,,,,,,,,,,,
p0316,KIBASILA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0586,KAISHO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0413,KIBITI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0360,KISHOJU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0706,KALANGALALA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0167,KIDUGALA SEMINARY CENTRE,True,,,,,,,,,,,,,,,,,,
p0936,KALIUA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3000,KIEMBESAMAKI 'A' ISLAMIC SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1072,KAMENE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1430,KIUMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0791,KIGAMBONI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0116,KANTALAMBA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0359,KIGURUNYEMBE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1378,KLERRUU TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p0387,KARAGWE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0364,KARATU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4163,KIJOTA HULL HIGH SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0904,KONGWA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3800,KIKODI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0209,KOROGWE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0798,KOROGWE TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p4287,KASSU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5545,KILIMANJARO MODERN TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p0560,KASULU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0458,KASULU TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p0123,KWIRO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0326,LUMUMBA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5473,LUMWAGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0324,LINDI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0325,LUGALO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5443,LOHI EDUCATION CENTRE,True,,,,,,,,,,,,,,,,,,
p0549,LUGOBA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0176,LUSANGI MORAVIAN JUNIOR SEMINARY CENTRE,True,,,,,,,,,,,,,,,,,,
p0211,LOLEZA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0418,LUTENGANO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0584,LWANDAI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0355,LOMWE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4419,LUKOLE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0640,MBALIZI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0138,MPWAPWA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0726,MBEKENYERA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0425,MPWAPWA TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p0330,MBEYA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0688,MSAKILA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0938,MBEZI BEACH SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1278,MBEZI HIGH SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p2359,MAGHABE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0471,MBOZI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0796,MCHANGA MDOGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0539,MAGU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3733,MAHENJE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0431,MTWANGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1261,MERRIWA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0427,MAKAMBAKO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0443,META SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1587,MUFINDI T.R.C. CENTRE,True,,,,,,,,,,,,,,,,,,
p3634,MUGUMU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1246,MIDLAND SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0731,MAKONGO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0132,MILAMBO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0329,MAKUMIRA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0136,MUSOMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0769,MALAGARASI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0133,MINAKI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p2804,MUSOMA UTALII SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0327,MINJA TECHNICAL SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0716,MALECELA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4416,MIZENGO PINDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0653,MWAKAVUTA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0792,MANGAKA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p2326,MANGUANJUKI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0178,MANOW LUTHERAN SEMINARY CENTRE,True,,,,,,,,,,,,,,,,,,
p4002,MWANAKWEREKWE C SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0544,MKUU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0129,MARA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0727,MKWAJUNI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p2655,MARANATHA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0967,MLOLE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0333,MWANZA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1626,MARIADO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0516,MOMBO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0445,MWEMBETOGWA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0416,MONDULI TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p0334,MWENGE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5711,MOONSHINE TRAINING INSTITUTE CENTRE,True,,,,,,,,,,,,,,,,,,
p2211,MWILAMVYA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0660,MOROGORO TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p0134,MOSHI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0135,MOSHI TECHNICAL SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1344,MWL. J K NYERE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0328,MAWENZI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0228,MPANDA GIRLS' SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0140,MZUMBE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0551,NACHINGWEA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4803,NDYUDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0667,NYAISHOZI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1375,NEW ERA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1349,NYAKAHURA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0725,NEWMAN SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0145,NYAKATO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0554,NGUDU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5522,NGUNYA OPEN SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4512,NIA EDUCATION CENTRE,True,,,,,,,,,,,,,,,,,,
p0143,NJOMBE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0610,NKASI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0909,NAZARENE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0338,NDANDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0467,NYUKI J.W.T.Z. CENTRE,True,,,,,,,,,,,,,,,,,,
p1077,OCEAN SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1888,PATRICK MISSION SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1434,PIUS SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0546,PAMBA (I A E) SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0652,POMERINI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4624,PREMIER GIRLS SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1475,PERFECT-VISION SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0353,PARANE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0147,PUGU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0397,RULENGE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0738,RIDHWAA SEMINARY CENTRE,True,,,,,,,,,,,,,,,,,,
p0218,RUGAMBWA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0752,RUNZEWE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0751,RUHUWIKO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0488,RUTABO SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0152,SHINYANGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0150,SAME SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3886,SIMBA WA YUDA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1361,SAMORA MACHEL SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0361,SINGE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0341,SANGU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0153,SONGEA BOYS' SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0882,SONGEA MUSLIM SEMINARY CENTRE,True,,,,,,,,,,,,,,,,,,
p0440,SONGEA TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p1008,ST.MAURUS CHEMCHEMI CENTRE,True,,,,,,,,,,,,,,,,,,
p1817,SENGEREMA T.R.C. CENTRE,True,,,,,,,,,,,,,,,,,,
p1055,SOUTHERN HIGHLANDS SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p5577,STENROOS EDUCATION CENTRE,True,,,,,,,,,,,,,,,,,,
p0400,SHAMIANI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0389,SHAURITANGA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1043,TUKUYU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0220,TABORA GIRLS' SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0352,TARIME SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0563,TABORA TEACHERS' COLLEGE CENTRE,True,,,,,,,,,,,,,,,,,,
p1156,TEMEKE TEACHERS' RESOURCE CENTRE,True,,,,,,,,,,,,,,,,,,
p5658,TEOFILO KISANJI UNIVERSITY CENTRE,True,,,,,,,,,,,,,,,,,,
p0382,TUMEKUJA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1388,THOMAS SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0404,TUNDURU SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0677,TANDAHIMBA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0156,TANGA TECHNICAL SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p2213,USEVYA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0765,UNYANYEMBE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0380,UCHAMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0514,UROKI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0385,UJIJI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0501,UWELENI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3983,ULAMBYA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0345,USAGARA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3993,VANESSA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0645,VITUKA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0538,VWAWA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0426,WANGING'OMBE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1474,WHITE LAKE SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p3485,WAAMUZI SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p0590,WILIMA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p6263,WINNERS OPEN SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4014,WINNING SPIRIT SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p4396,Y.C.S COMPUTER TRAINING CENTRE,True,,,,,,,,,,,,,,,,,,
p4021,YESHUA SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
p1119,ZANZIBAR COMMERCIAL SECONDARY SCHOOL CENTRE,True,,,,,,,,,,,,,,,,,,
